collocation;frequency1;frequency2;frequency;doc_freq;Words_in_dict;TF_IDF;TF-RIDF;NOUN_1;ADJF_1;ADJS_1;COMP_1;VERB_1;INFN_1;PRTF_1;GRND_1;NUMR_1;ADVB_1;NPRO_1;PRED_1;PREP_1;CONJ_1;PRCL_1;INTJ_1;None_1;NOUN_2;ADJF_2;ADJS_2;COMP_2;VERB_2;INFN_2;PRTF_2;GRND_2;NUMR_2;ADVB_2;NPRO_2;PRED_2;PREP_2;CONJ_2;PRCL_2;INTJ_2;None_2;MI;MI3;T-score;minimum-sens;log_dice;raw_freq;log_likehood;dice;chi_sq;pmi;jaccard;phi;mi_like;poison_stirling;student_t;Words Class;MY_COMBINATION;ALLA_COMBINATION;collections_kolichestvo;weirdness;cw;dw;otnosit_chastota;class
участвовать в;95;27729;65;0.4782608695652174;1;20.821784805858908;19.097782822926213;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4.160766992439282;16.20550261849619;7.611502275227109;0.0023441162681669013;-7.7416744042781325;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-121710.58471649494;-100435.97031483118;4;1.856418745971756;130.16993909837242;27.22593442614771;1;0
верхний и;88;19210;4;0.08695652173913043;0;4.242791361414447;1.055249741043292;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.7783612390332519;4.778361239033252;0.8339426379902604;0.00020822488287350338;-11.236163717219272;1.3795577137969567e-06;0;0.031746031746031744;0;0;0.016129032258064516;0;0;0;1.0;0;-224620.34740361263;-211591.70757623715;4;12.684579008135234;109.08147775646545;44.912042060881745;1;0
весь точка;3034;743;1;0.043478260869565216;1;1.3617278360175928;-0.009406977738234845;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.6368610145621911;-1.6368610145621911;-2.1098845310193552;0.0003295978905735003;-10.883025068440173;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;0;-271523.45078216435;-263211.50841128174;3;13.389277841920526;103.33175719392331;42.319992738965425;1;0
в ткань;27729;3;0;0.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-189096.6889375787;-235340.11435018736;2;2.020136656851167;96.96780935077133;21.537331558769313;1;0
способность к;115;5170;21;0.21739130434782608;1;13.917914465313055;9.239293460176231;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4.6782415628555265;13.462876408413047;4.403589881444715;0.004061895551257254;-6.975370333491285;2.7591154275939134e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;0;-133386.88471368715;-132100.51268009818;3;6.13087985393203;124.14015515126161;42.4970401199173;1;0
быть обозначать;5572;217;25;0.2608695652173913;1;14.58941464084873;10.123300247929153;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.905688170952431;13.193400550501881;4.666388731772594;0.004486719310839914;-6.855242251454154;2.7591154275939134e-06;0;0.18181818181818182;0;0;0.1;0;0;0;1.414213562373095;1;-138136.56606847717;-132430.35166306968;3;0;124.82674285916568;91.3074053129741;1;0
у наш;602;809;2;0.08695652173913043;0;2.1213956807072236;-0.037491097279907404;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.573747187033759;3.5737471870337587;0.939130126226048;0.002472187886279357;-8.462502272597265;1.3795577137969567e-06;0;0;0;0;0.0016638935108153079;0;0;0;1.0;1;-201069.8440194453;-193780.40249577444;3;1.5659974084117574;99.19436812192001;19.43741976257803;1;0
на три;8849;544;30;0.5217391304347826;1;8.476397699099042;4.351976711144247;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2.1754917963233558;11.989272987540392;4.26475183503318;0.0033902135834557577;-7.290479698251308;1.3795577137969567e-06;0;0;0;0;0.00411522633744856;0;0;0;1.0;1;-160103.84233438116;-143809.7965755875;4;0.9337984546455294;122.29070897427735;17.558464065524735;0;0
математика и;46;19210;22;0.391304347826087;0;8.964677184721895;4.331931220122254;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4.173662520250834;13.092525757525427;4.430511301072483;0.0011452368558042686;-8.7735888078372;2.7591154275939134e-06;0;0.0049504950495049506;0;0;0.0024813895781637717;0;0;0;1.414213562373095;0;-158718.5186059007;-151725.93216690424;4;21.2975647543999;125.18635346223581;60.762230165905066;1;0
ан ство;14;11;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.00023820867079561695;0;0;0;1.0;0;-189591.447412036;-235834.87282464467;1;0;0;0;1;0
как то;4143;2963;11;0.21739130434782608;1;7.290336148497315;2.6697094764920752;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;-0.6225086410797536;6.296354596194841;-1.7894846171733345;0.0026550808592807145;-8.335390354693924;1.3795577137969567e-06;0;0;0;0;0.0005959475566150178;0;0;0;1.0;0;-232734.38638471224;-213900.58045703787;3;3.2144157330557124;115.01821335598639;30.86078347142764;1;0
конечный автомат;263;271;95;0.21739130434782608;0;62.96199400974954;62.29334635138146;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.916150333908213;23.055861550570107;9.73670639040498;0.3505535055350554;-1.490840323356606;1.3795577137969567e-06;0;0;0;0;0.1;0;0;0;1.0;0;-24144.21355351607;-17151.62711451961;2;0;117.01785327928098;76.46780631344745;1;0
том наш;675;809;0;0.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.0005959475566150178;0;0;0;1.0;1;-190086.2058864933;-236329.63129910195;2;0;122.75286472102869;86.99761356484113;1;0
выделение память;211;2369;71;0.21739130434782608;0;47.05580604939176;45.615353285798925;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.685948203780704;18.985442442790067;8.34431116861511;0.0299704516673702;-4.183408230805934;1.3795577137969567e-06;0;0;0;0;0.1;0;0;0;1.0;0;-51059.074563993;-43868.584735213626;1;0;0.0;11.72515448644698;1;0
необходимый для;1004;9362;166;0.6956521739130435;1;26.162903658036907;26.109988687966656;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3.6782575839076372;18.428336446601488;11.877658053701088;0.017731254005554368;-4.964532247037774;1.3795577137969567e-06;0;0;0;0;0.1;0;0;0;1.0;0;-70651.51015250194;-45517.77965007128;4;6.308732416744508;133.9052760951564;46.57154850007626;1;0
у другой;602;1952;12;0.21739130434782608;1;7.953093980178889;3.2619808619103656;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.8879682426220064;10.057893244064319;2.9961234875246614;0.006147540983606557;-6.733580308981567;1.3795577137969567e-06;0;0;0;0;0.00411522633744856;0;0;0;1.0;1;-153375.12708176192;-147932.78386273165;3;0.5681292923540329;107.39564807397159;11.333934144434854;0;0
тип результат;5768;1519;58;0.2608695652173913;1;33.847441966769054;31.73837852558598;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.2625821476081045;13.97854413786325;6.028656254990948;0.010055478502080445;-5.973128280229449;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;0;-120226.30929312305;-95158.54658728669;1;0;64.75548117908535;27.203760341691833;1;0
де бройль;2;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.031746031746031744;0;0;0.016129032258064516;0;0;0;1.0;0;-190580.9643609506;-236824.38977355926;1;0;22.59800489280305;14.682643562296871;1;0
мы иметь;2546;2159;36;0.391304347826087;1;14.669471756817646;11.002983832560073;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2.2471235257418876;12.586973528626512;4.736137974165483;0.014139827179890024;-6.030054006173587;1.3795577137969567e-06;0;0.18181818181818182;0;0;0.1;0;0;0;1.0;0;-132298.4160698811;-113794.4491251782;4;4.125424422784723;124.5216846011031;36.95522354223432;1;0
иерархия класс;284;5099;92;0.21739130434782608;0;60.973720514704816;60.23513277992095;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.52517897014721;18.572302882261237;9.383382210595066;0.01804275348107472;-4.8706327539624175;1.3795577137969567e-06;0;0.02666666666666667;0;0;0.013513513513513514;0;0;0;1.0;0;-62537.47117140228;-50135.52541167271;1;0;83.30981787211824;38.2229389193561;1;0
костя и;1;19210;0;0.0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.02666666666666667;0;0;0.013513513513513514;0;0;0;1.0;0;-191075.7228354079;-237319.14824801657;1;0.047938696175870134;41.43043556969932;1.0328468205097956;0;0
плата р;88;244;5;0.08695652173913043;0;5.303489201768059;1.757944649664167;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7.399121894910618;12.042978084685343;2.222820677539003;0.020491803278688523;-5.053111336459563;1.3795577137969567e-06;0;0;0;0;0.00411522633744856;0;0;0;1.0;0;-100732.82539950556;-121710.58471649494;3;41.34233158207039;110.60014166347872;56.52876019480465;1;0
уравнение иметь;24;2159;0;0.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;0;-191570.4813098652;-237813.90672247388;2;0;111.87248207608565;68.37894751538393;1;0
программирование на;1313;8849;64;0.4782608695652174;1;20.50144965499954;18.726079406116195;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1.99741284107229;13.99741284107229;5.996410218383986;0.007232455644705617;-6.310896748797712;2.7591154275939134e-06;0;0;0;0;0.00411522633744856;0;0;0;1.0145768306979255;0;-129131.96183335439;-101590.40675523155;1;0;89.59690338255125;43.213581781370046;1;0
класс реализовать;5099;601;44;0.17391304347826086;0;33.425385166343744;30.37301523114031;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.379574571520991;14.298437808795585;5.9959068751586235;0.00862914296920965;-6.017314585302169;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;0;-112310.1737018063;-95323.46607877246;1;0;54.31792660959567;22.850185360402683;1;0
цикл по;835;3690;44;0.17391304347826086;1;33.425385166343744;30.37301523114031;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3.371756886551563;14.290620123826157;5.992443864274903;0.011924119241192412;-5.684270458220633;1.3795577137969567e-06;0;0;0;0;0.0005959475566150178;0;0;0;1.0;0;-103998.2313309237;-88561.76692785606;1;0;99.02630044994994;52.24909067452824;1;0
питательный вещество;0;1;0;0.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.18181818181818182;0;0;0.1;0;0;0;1.0;0;-192065.2397843225;-238308.66519693114;1;4.228193002711745;88.87414577323919;26.4708658601362;1;0
в зависимость;27729;270;148;0.6956521739130435;1;23.32596229752688;23.222732720137824;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.840892556319894;18.259799287577792;11.31652643316851;0.005337372425980021;-6.563634315347745;1.3795577137969567e-06;0;0.047619047619047616;0;0;0.024390243902439025;0;0;0;1.0;1;-99050.64658635076;-71245.2203218507;4;23.03190688421592;138.155431294642;70.28654699341027;1;0
линейный плата;74;88;0;0.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.1;0;0;0;1.0;0;-192559.99825877981;-238803.42367138845;1;0;0;0;1;0
в дать;27729;3851;346;0.782608695652174;1;36.83354449634322;36.83350048537972;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1.2318656075815142;18.101122062854962;10.681360281497929;0.012477911212088428;-5.5120953231108745;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;1;-98555.88811189347;-56567.38557961757;4;69.58723029378791;138.8895365078951;90.36255112250527;1;0
они использование;3343;1681;50;0.391304347826087;0;20.3742663289134;17.75252692253481;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.6891872971445925;13.976899676694043;5.974693221458742;0.014956625785222853;-5.650764559116903;2.7591154275939134e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.414213562373095;0;-107560.49234701628;-87407.3304874557;4;46.51012302982919;121.71989002518367;67.6129354985937;1;0
непрерывный в;37;27729;0;0.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.18181818181818182;0;0;0.1;0;0;0;1.0;0;-193054.7567332371;-239298.18214584573;3;0;73.6297404666201;31.866273070311077;1;0
в си;27729;343;59;0.21739130434782608;1;39.10271206921287;37.052320044460885;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.168833070930804;13.934119169654487;5.972932066494801;0.002127736304951495;-7.894201183040326;1.3795577137969567e-06;0;0.00018802293879853342;0;0;9.40203083866115e-05;0;0;0;1.0;1;-149516.010980995;-121050.90675055185;3;0;95.27179095892221;48.4068350662793;1;0
б о;115;1679;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.017391304347826087;0;0;0.008771929824561403;0;0;0;1.0;0;-193549.51520769438;-239792.94062030304;1;20.20136656851167;98.42470085818705;42.58926935342578;1;0
имя класс;2500;5099;66;0.30434782608695654;0;34.09756653622018;32.42373897947228;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.9080458734038832;13.99683411212079;5.959362281663505;0.012943714453814474;-5.847199743075204;1.3795577137969567e-06;0;0.02666666666666667;0;0;0.013513513513513514;0;0;0;1.0;0;-117851.46861572804;-89881.1228597422;1;0;71.74600650095641;30.79183227588621;1;0
непустой слово;73;1640;50;0.043478260869565216;1;68.08639180087964;65.46465239450106;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.2419142876127;19.529626667162148;7.047710568816748;0.03048780487804878;-4.098453246309274;1.3795577137969567e-06;0;0.031746031746031744;0;0;0.016129032258064516;0;0;0;1.0;0;-48486.330496815055;-45682.69914155704;1;0;73.6297404666201;31.866273070311077;1;0
класс должный;5099;1980;60;0.17391304347826086;0;45.58007068137783;43.58712496015107;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.106970014236426;13.920751205453463;5.947864167227467;0.011767013139831339;-5.882439264483914;1.3795577137969567e-06;0;0;0;0;0.16666666666666666;0;0;0;1.0;1;-119533.64742888282;-93674.2711639148;1;0;49.401520466061584;21.14655693376706;1;0
соответствие с;351;10637;154;0.7391304347826086;1;20.216952854455123;20.134217938049574;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4.9020183784996405;19.435591459889444;11.994618512961951;0.014477766287487074;-5.156854654380955;2.7591154275939134e-06;0;0.0049504950495049506;0;0;0.0024813895781637717;0;0;0;1.414213562373095;0;-62537.47117140228;-43703.66524372785;4;31.458478708210034;137.918512277483;75.46897294055145;1;0
на передний;8849;0;0;0.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.0024813895781637717;0;0;0;1.0;1;-194044.27368215166;-240287.69909476035;2;0.33869246274951964;86.14629781889799;6.65654363475074;0;0
за исключение;1037;734;53;0.4782608695652174;2;16.977762995546495;14.557119795073577;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.6574467791302;17.113287688256598;7.135872864525657;0.05110896817743491;-4.062428042188715;1.3795577137969567e-06;0;0.08333333333333333;0;0;0.043478260869565216;0;0;0;1.0;1;-58480.45168085245;-52114.5593095019;4;2.138638251786206;124.27561851099334;27.853683815355645;1;1
также что;1378;5019;9;0.34782608695652173;1;4.127740641230844;-0.27945793448459505;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;-0.08425664579804931;6.255593357086576;-0.1804240760412211;0.0017931858936043037;-8.473254766483237;1.3795577137969567e-06;0;0;0;0;0.0024813895781637717;0;0;0;1.0;0;-235801.88892634748;-218188.48723566774;4;8.691285616685253;122.58776810638854;46.83809541386804;1;0
страница ан;590;14;0;0.0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0.0;0;2.7591154275939134e-06;0;0.00819672131147541;0;0;0.00411522633744856;0;0;0;1.414213562373095;0;-194539.03215660897;-240782.45756921763;1;0;0;0;1;0
плата е;88;404;0;0.0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.0024813895781637717;0;0;0;1.0;0;-195033.79063106628;-241277.21604367494;1;0;86.28442440164477;40.491063240540335;1;0
у у;602;602;13;0.08695652173913043;0;13.789071924596954;9.047267602118474;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4.700563120845127;12.10144255712731;3.4668880876421673;0.02159468438538206;-5.53317995861861;1.3795577137969567e-06;0;0.0033222591362126247;0;0;0.0016638935108153079;0;0;0;1.0;1;-107956.2991265821;-113629.52963369242;3;3.2885945576646907;105.88996411690161;28.683400992273572;1;0
называться множество;519;985;6;0.13043478260869565;0;5.307639487787583;1.4736819032743276;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0887546142429754;8.258679615685288;2.16157239234864;0.006091370558375634;-6.9696263509564815;1.3795577137969567e-06;0;0;0;0;0.019230769230769232;0;0;0;1.0;1;-161093.35928329575;-160466.66521564985;2;0;75.35002857683685;32.89087155431462;1;0
для организм;9362;6;0;0.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0;0;0;0.024390243902439025;0;0;0;1.0;1;-195528.5491055236;-241771.97451813225;1;0;82.19772608704342;37.415519557502584;1;0
открываться в;16;27729;2;0.08695652173913043;1;2.1213956807072236;-0.037491097279907404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1.7082547877417749;3.708254787741775;0.9814217197415218;7.212665440513542e-05;-12.759940182538493;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-221552.84486197736;-214725.17791446668;2;0.9395984450470544;52.805820480903414;10.806643746761342;0;0
конечный число;263;1590;14;0.21739130434782608;1;9.278609643542037;4.503316705179568;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.600987638817022;12.215697482932232;3.58747714268808;0.00880503144654088;-6.048292243969661;1.3795577137969567e-06;0;0;0;0;0.1;0;0;0;1.0;0;-126163.41098661062;-131440.8347141551;3;0;110.87926571949748;66.94006733986588;1;0
каждый из;2119;4846;368;0.782608695652174;0;39.175561776457535;39.17554379104333;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4.699178150456936;21.74630206257096;18.44486038827857;0.07593891869583161;-3.2423456814316025;1.3795577137969567e-06;0;0.2857142857142857;0;0;0.16666666666666666;0;0;0;1.0;0;-35523.658466033885;-11049.60592954629;4;4.065975333948016;136.7121942743646;40.4906865253798;1;0
в е;27729;404;7;0.17391304347826086;1;5.317674912827414;1.2503723284183486;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.1426017729524156;4.4721080711627925;-3.195507199175088;0.00025244329041797394;-10.972620862058745;1.3795577137969567e-06;0;0.0049504950495049506;0;0;0.0024813895781637717;0;0;0;1.0;1;-256383.84146377104;-238308.66519693114;4;40.778572515042164;129.8455563589962;73.22196295948204;1;0
не менее;6836;136;64;0.6086956521739131;1;13.79838722171871;12.023016972835364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5.64096323329696;17.64096323329696;7.839678838964228;0.009362200117027502;-5.767356854125685;2.7591154275939134e-06;0;0;0;0;0.004975124378109453;0;0;0;1.414213562373095;0;-84009.98896284895;-75368.20760899484;4;3.2711226857526583;135.973850736648;36.857100777647126;1;0
том е;675;404;264;0.391304347826087;0;107.57612621666274;107.57493923194161;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.454801700891904;25.54358993960881;16.22492296817623;0.39111111111111113;-1.0310850301295635;1.3795577137969567e-06;0;0;0;0;0.0024813895781637717;0;0;0;1.0;0;-16129.126267307865;-3463.3093212010754;4;16.1929183634319;138.2159589874104;64.25055908447641;1;0
ток а;5;4199;0;0.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0.0;0;1.3795577137969567e-06;0;0.0011911852293031567;0;0;0.0005959475566150178;0;0;0;1.0;0;-196023.30757998087;-242266.73299258956;2;0;88.82686592314096;42.561392282402046;1;0
находиться в;563;27729;318;0.7391304347826086;1;41.74669485530344;41.74655820255382;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3.8841466309459007;20.509912541514613;16.624827108009708;0.011468138050416531;-5.475223590680889;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;-68771.42794956421;-39250.83897361219;4;1.5789970007981868;134.10333932209812;25.821052872862975;1;0
на место;8849;456;41;0.4782608695652174;1;13.133741185234081;9.854542537780768;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.8807260324185187;13.595830041654686;5.533749565778293;0.004633291897389535;-6.82623843032843;1.3795577137969567e-06;0;0;0;0;0.0024813895781637717;0;0;0;1.0;1;-136850.1940348882;-119401.71183569422;3;0.33467601756914134;117.82601343076311;8.327454840382206;0;0
класс или;5099;3868;80;0.30434782608695654;0;41.330383680266884;40.24126805918502;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1.5559201490054004;14.199776338780126;5.902221841186415;0.015689350853108453;-5.8084815875118885;1.3795577137969567e-06;0;0.0004763038818766373;0;0;0.00023820867079561695;0;0;0;1.0;0;-117059.85505659637;-84933.53811516923;2;19.261768123464613;97.53791740047897;41.73255026860425;1;0
некоторый язык;1704;2594;46;0.391304347826087;0;18.744325022600325;15.839320954642167;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.915252327802914;13.962376239916939;5.883245463157649;0.017733230531996914;-5.545887811370771;1.3795577137969567e-06;0;0.03773584905660377;0;0;0.019230769230769232;0;0;0;1.0;0;-103206.61777179205;-85263.37709814076;2;0;96.2998759529593;49.42500347920548;1;0
быть иметь;5572;2159;43;0.6086956521739131;1;9.270791414592258;6.143507319979681;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1.3735004403017783;12.226029949705975;4.026571098176521;0.0077171572146446515;-6.490174567878678;2.7591154275939134e-06;0;0.18181818181818182;0;0;0.1;0;0;0;1.414213562373095;1;-153375.12708176192;-132430.35166306968;4;1.5354413614183573;122.17538958678094;23.228388620253398;1;0
то она;2963;2337;51;0.391304347826087;1;20.781751655491668;18.228179074326317;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2.4165031684508267;13.761353852393817;5.803770248381641;0.01721228484643942;-5.699351302366429;1.3795577137969567e-06;0;0.0011911852293031567;0;0;0.0005959475566150178;0;0;0;1.0;0;-111914.36692224047;-89551.28387677066;4;0.9395984450470544;112.2923984725572;16.29839980293514;0;0
